pci,distance_ft,jammer_dist_ft,dl_cqi,dl_ri,dl_mcs,dl_brate,dl_ok,dl_nok,dl_percent,dl_bs,ul_pusch,ul_rsrp,ul_ri,ul_mcs,ul_brate,ul_ok,ul_nok,ul_percent,ul_bsr,ul_ta,ul_phr
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,349,-2
1,20,1,10,1,0,0,0,0,0,0,29.8,-9.7,1,27,4900,1,0,0,0,317,-3
1,20,1,9,1,0,0,0,0,0,0,30.7,-9.6,1,27,4900,1,0,0,0,303,-3
1,20,1,9,1,7,960,4,0,0,0,n/a,n/a,1,0,0,0,0,0,0,327,-3
1,20,1,10,1,9,3000,10,2,16,0,30,-10.1,1,27,9700,2,0,0,0,368,-2
1,20,1,11,1,14,3200000,191,7,3,0,27.6,-11.7,1,26,248000,30,10,25,535,318,0
1,20,1,12,1,13,2000000,120,4,3,0,27.4,-12.7,1,26,227000,17,6,26,0,327,-3
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,290,-3
1,20,1,9,1,0,0,0,0,0,0,27.5,-9.7,1,27,9600,2,2,50,0,305,-3
1,20,1,10,1,0,0,0,0,0,0,30.7,-9.5,1,27,4900,1,0,0,0,289,-2
1,20,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,315,-2
1,20,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,318,-2
1,20,1,10,1,0,0,0,0,0,0,30,-9.8,1,27,9700,2,0,0,0,321,-3
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,352,-3
1,20,1,9,1,9,304,1,0,0,0,29.7,-10.4,1,27,12000,2,0,0,0,356,-4
1,20,1,9,1,7,240,1,0,0,0,30.3,-9.9,1,27,21000,4,0,0,0,326,-4
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,299,-4
1,20,1,9,1,9,304,1,0,0,0,29.3,-11.8,1,27,21000,2,0,0,0,312,-8
1,20,1,9,1,7,1600,7,1,12,0,n/a,n/a,1,0,0,0,0,0,0,288,-8
1,20,1,10,1,9,288,1,1,50,0,n/a,n/a,1,0,0,0,0,0,0,319,-8
1,20,1,9,1,6,664,2,0,0,0,30.4,-9.1,1,27,9700,2,0,0,0,278,-4
1,20,1,9,1,7,240,1,0,0,0,29.3,-11,1,27,21000,2,0,0,0,264,-8
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,291,-8
1,20,1,9,1,0,0,0,0,0,0,31,-8.7,1,27,4900,1,0,0,0,315,-3
1,20,1,9,1,9,912,2,0,0,0,30.3,-8.7,1,27,15000,3,0,0,0,310,-3
1,20,1,9,1,7,976,3,1,25,0,29.5,-9.2,1,27,9700,2,0,0,0,315,-3
1,20,1,10,1,0,0,0,0,0,0,30,-9.8,1,27,4900,1,0,0,0,316,-2
1,20,1,10,1,0,0,0,0,0,0,29.7,-9.3,1,27,4900,1,0,0,0,364,-2
1,20,1,10,1,0,0,0,0,0,0,30.2,-9.5,1,27,4900,1,0,0,0,355,-2
1,20,1,10,1,7,240,1,0,0,0,28.6,-12.4,1,27,21000,2,0,0,0,374,-7
1,20,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,322,-7
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,310,-7
1,20,1,10,1,0,0,0,0,0,0,31.3,-8,1,27,4900,1,0,0,0,315,-2
1,20,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,330,-2
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,348,-2
1,20,1,10,1,8,544,2,0,0,0,30.4,-10,1,27,4900,1,0,0,0,344,-2
1,20,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,343,-2
1,20,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,310,-2
1,20,1,10,1,0,0,0,0,0,0,30.1,-9.6,1,27,4900,1,0,0,0,291,-2
1,20,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,321,-2
1,20,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,342,-2
1,20,1,10,1,0,0,0,0,0,0,30.9,-8,1,27,4900,1,0,0,0,353,-2
1,20,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,341,-2
1,20,1,10,1,7,480,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,352,-2
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,339,-2
1,20,1,10,1,9,14000,9,0,0,3,27.9,-11.2,1,27,46000,7,3,30,0,364,-2
1,20,1,10,1,9,55000,24,0,0,0,29.5,-10.7,1,27,100000,15,0,0,0,368,-2
1,20,1,10,1,7,1400,6,1,14,0,n/a,n/a,1,0,0,0,0,0,0,327,-2
1,20,1,10,1,0,0,0,0,0,0,29.9,-9.2,1,27,4900,1,0,0,0,377,-3
1,20,1,10,1,0,0,0,0,0,0,30.1,-9.5,1,27,4900,1,0,0,0,341,-3
1,20,1,9,1,0,0,0,0,0,0,30,-10,1,27,9700,2,0,0,0,322,-3
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,333,-3
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,336,-3
1,20,1,9,1,7,480,2,1,33,0,n/a,n/a,1,0,0,0,0,0,0,332,-3
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,355,-3
1,20,1,9,1,6,792,4,0,0,0,n/a,n/a,1,0,0,0,0,0,0,332,-3
1,20,1,9,1,7,1400,6,3,33,0,30.5,-9.4,1,27,4900,1,0,0,0,118,-3
1,20,1,9,1,8,1100,4,1,20,0,n/a,n/a,1,0,0,0,0,0,0,318,-3
1,20,1,10,1,0,0,0,0,0,0,30,-9.4,1,27,9700,2,0,0,0,357,-3
1,20,1,8,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,311,-3
1,20,1,8,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,322,-3
1,20,1,9,1,4,736,2,0,0,0,29.1,-9.2,1,27,9700,2,0,0,0,302,-4
1,20,1,10,1,0,0,0,0,0,0,29.1,-9.8,1,27,4900,1,0,0,0,314,-4
1,20,1,10,1,11,1400000,100,6,5,0,26.8,-13.6,1,27,150000,12,5,29,0,320,-4
1,20,1,12,1,14,5300000,281,12,4,0,26.8,-13.5,1,27,391000,31,18,36,0,303,-5
1,20,1,8,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,336,-5
1,20,1,8,1,5,920,3,0,0,0,30.1,-10.6,1,27,15000,3,0,0,0,350,-5
1,20,1,8,1,4,1400,9,0,0,0,29.9,-10.4,1,27,9700,2,0,0,0,250,-5
1,20,1,8,1,4,432,3,0,0,0,30.2,-9.8,1,27,9700,2,0,0,0,380,-5
1,20,1,8,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,340,-5
1,20,1,8,1,0,0,0,0,0,0,30,-9.7,1,27,4900,1,0,0,0,291,-4
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,334,-4
1,20,1,9,1,0,0,0,0,0,0,30,-9.6,1,27,9700,2,0,0,0,320,-3
1,20,1,8,1,0,0,0,0,0,0,29,-10.1,1,27,4900,1,0,0,0,342,-3
1,20,1,8,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,322,-3
1,20,1,8,1,4,288,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,327,-3
1,20,1,8,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,334,-3
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,321,-3
1,20,1,8,1,0,0,0,0,0,0,29.9,-10.2,1,27,4900,1,0,0,0,309,-4
1,20,1,8,1,6,840,4,0,0,0,n/a,n/a,1,0,0,0,0,0,0,333,-4
1,20,1,8,1,6,1700,8,2,20,0,n/a,n/a,1,0,0,0,0,0,0,319,-4
1,20,1,9,1,7,1400,6,2,25,0,n/a,n/a,1,0,0,0,0,0,0,280,-4
1,20,1,8,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,341,-4
1,20,1,8,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,347,-4
1,20,1,10,1,11,2900000,207,3,1,0,27.2,-13.1,1,27,376000,33,12,26,0,311,-3
1,20,1,10,1,8,372000,60,2,3,0,27.1,-13.3,1,27,122000,15,9,37,0,279,-4
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,308,-4
1,20,1,10,1,9,1300000,107,0,0,0,28,-12.4,1,27,118000,10,2,16,0,290,-3
1,20,1,9,1,0,0,0,0,0,0,30.8,-9.1,1,27,4900,1,0,0,0,334,-3
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,324,-3
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,313,-3
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,315,-3
1,20,1,9,1,0,0,0,0,0,0,30.6,-10.1,1,27,4900,1,0,0,0,285,-2
1,20,1,9,1,0,0,0,0,0,0,30.4,-10.2,1,27,9700,2,0,0,0,321,-3
1,20,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,317,-3
1,20,1,9,1,7,288000,37,1,2,0,30.9,-8.7,1,27,29000,7,0,0,0,312,-3
1,20,1,8,1,5,42000,22,1,4,0,30.3,-9.2,1,27,45000,10,0,0,0,329,-4
1,20,1,9,1,8,1300000,115,1,0,0,27.7,-12.7,1,27,113000,9,2,18,0,329,-3
1,20,1,8,1,0,0,0,0,0,0,29.6,-9.6,1,27,4900,1,0,0,0,341,-4
1,20,1,9,1,9,3300000,313,12,3,424,24.6,-15.1,1,25,1500000,76,38,33,1450,297,-3
1,20,1,9,1,8,71000,43,5,10,0,29.5,-9.9,1,27,113000,23,1,4,0,320,-3
1,20,1,9,1,7,480,2,0,0,0,29.3,-10.8,1,27,33000,6,0,0,2810,346,-3
1,20,1,9,1,7,11000,13,4,23,0,28.5,-11.5,1,27,65000,9,2,18,0,317,-4
1,20,1,9,1,7,14000,15,1,6,0,27.9,-12.7,1,27,226000,18,3,14,0,330,-3
1,20,1,9,1,7,480,2,0,0,0,29.2,-10.8,1,27,23000,4,0,0,0,324,-4
1,20,1,9,1,7,240,1,0,0,0,30.2,-10.6,1,27,17000,3,0,0,745,279,-2
1,20,1,9,1,7,240,1,0,0,0,29.2,-11.4,1,27,6800,1,0,0,0,278,-3
1,20,1,9,1,7,15000,15,0,0,0,28.7,-10,1,26,49000,8,0,0,0,372,-3
1,20,1,9,1,7,480,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,329,-3
1,20,1,9,1,7,4600,5,0,0,0,28.5,-12.8,1,27,45000,7,2,22,3910,342,-3
1,20,1,9,1,7,38000,28,1,3,0,26.3,-14.1,1,26,150000,16,15,48,0,314,-3
1,20,1,9,1,6,9900,9,1,10,0,29.7,-11.1,1,27,28000,6,0,0,0,318,-3
1,20,1,9,1,7,5900,6,18,75,0,29,-10.1,1,27,21000,4,0,0,0,287,-4
1,20,1,9,1,13,25000,13,10,43,0,29,-9.6,1,27,31000,6,0,0,0,339,-3
1,20,1,8,1,0,0,0,0,0,0,28.8,-8.9,1,27,4900,1,0,0,3910,339,-3
1,20,1,8,1,5,165000,54,45,45,0,26.2,-12.9,1,26,320000,30,14,31,0,336,-4
1,20,1,7,1,2,11000,11,7,38,0,28.3,-9,1,27,14000,3,0,0,0,311,-3
1,20,1,7,1,3,240,2,0,0,0,29.9,-10.2,1,27,12000,2,0,0,0,297,-4
1,20,1,7,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,312,-4
1,20,1,7,1,5,184,1,1,50,0,29,-11.5,1,27,12000,2,0,0,0,321,-4
1,20,1,7,1,5,12000,18,31,63,0,26.2,-13,1,27,113000,14,11,44,0,318,-3
1,20,1,7,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,344,-3
1,20,1,7,1,4,312,3,13,81,0,n/a,n/a,1,0,0,0,0,0,0,315,-3
1,20,1,7,1,3,1000,10,29,74,0,n/a,n/a,1,0,0,0,0,0,0,294,-3
1,20,1,7,1,5,1300,7,31,81,0,27.2,-10.4,1,26,4700,1,0,0,0,380,-4
1,20,1,8,1,5,1200,8,24,75,0,n/a,n/a,1,0,0,0,0,0,0,230,-4
1,20,1,7,1,2,184,3,2,40,0,n/a,n/a,1,0,0,0,0,0,0,349,-4
1,20,1,7,1,4,1400,13,28,68,0,n/a,n/a,1,0,0,0,0,0,0,242,-4
1,20,1,7,1,4,1300,7,16,69,0,28.7,-10.4,1,27,9700,2,0,0,0,368,-4
1,20,1,7,1,5,832,5,15,75,0,n/a,n/a,1,0,0,0,0,0,0,294,-4
1,20,1,7,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,319,-4
1,20,1,7,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,329,-4
1,20,1,7,1,5,0,0,0,0,3,25.6,-10,1,27,4900,1,0,0,0,358,-3
1,20,1,8,1,5,720,2,11,84,0,29.4,-9.6,1,26,9300,2,0,0,0,364,-3
1,20,1,6,1,2,128,2,3,60,0,n/a,n/a,1,0,0,0,0,0,0,333,-3
1,20,1,6,1,2,272,4,8,66,0,n/a,n/a,1,0,0,0,0,0,0,332,-3
1,20,1,6,1,2,568,9,14,60,0,n/a,n/a,1,0,0,0,0,0,0,286,-3
1,20,1,6,1,2,712,9,15,62,0,n/a,n/a,1,0,0,0,0,0,0,255,-3
1,20,1,7,1,2,920,13,18,58,0,n/a,n/a,1,0,0,0,0,0,0,264,-3
1,20,1,7,1,3,584,6,11,64,0,n/a,n/a,1,0,0,0,0,0,0,215,-3
1,20,1,7,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,163,-3
1,20,1,7,1,4,720,6,19,76,0,n/a,n/a,1,0,0,0,0,0,0,191,-3
1,20,1,7,1,3,328,5,9,64,0,n/a,n/a,1,0,0,0,0,0,0,293,-3
1,20,1,7,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,345,-3
1,20,1,7,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,338,-3
1,20,1,7,1,3,6500,10,4,28,0,26.9,-13.9,1,27,92000,7,3,30,0,341,-5
1,20,1,7,1,4,296,3,4,57,0,n/a,n/a,1,0,0,0,0,0,0,356,-5
1,20,1,7,1,3,752,8,13,61,0,n/a,n/a,1,0,0,0,0,0,0,297,-5
1,20,1,7,1,4,792,8,33,80,0,n/a,n/a,1,0,0,0,0,0,0,271,-5
1,20,1,9,1,8,2200,8,32,80,0,28.8,-9.3,1,27,4900,1,0,0,0,129,-3
1,20,1,7,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,334,-3
1,20,1,7,1,1,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,349,-3
1,20,1,7,1,4,64,2,3,60,0,n/a,n/a,1,0,0,0,0,0,0,349,-3
1,20,1,8,1,4,64,2,15,88,0,n/a,n/a,1,0,0,0,0,0,0,271,-3
1,20,1,7,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,320,-3
1,20,1,7,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,325,-3
1,20,1,7,1,2,144,2,8,80,0,n/a,n/a,1,0,0,0,0,0,0,316,-3
1,20,1,8,1,8,16000,14,45,76,1.7k,29.4,-9.4,1,27,51000,9,0,0,0,353,-8
1,20,1,8,1,6,65000,50,57,53,8,25.5,-13.3,1,26,477000,39,21,35,3910,344,-3
1,20,1,8,1,4,41000,41,30,42,0,26.3,-13,1,27,430000,32,14,30,0,343,-3
1,20,1,7,1,4,2200000,373,13,3,67.2k,25.3,-13.3,1,25,370000,31,19,38,0,328,-2
1,20,1,7,1,3,585000,125,1,0,0,29.1,-9.4,1,27,24000,5,0,0,0,349,-2
1,20,1,6,1,2,96,4,18,81,0,n/a,n/a,1,0,0,0,0,0,0,310,-2
1,20,1,7,1,3,520,5,21,80,0,n/a,n/a,1,0,0,0,0,0,0,310,-2
1,20,1,7,1,3,720,8,26,76,0,n/a,n/a,1,0,0,0,0,0,0,290,-2
1,20,1,7,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,319,-2
1,20,1,6,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,306,-2
1,20,1,7,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,325,-2
1,20,1,6,1,1,64,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,321,-2
1,20,1,6,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,343,-2
1,20,1,7,1,3,896,10,34,77,0,n/a,n/a,1,0,0,0,0,0,0,345,-2
1,20,1,6,1,3,712,9,29,76,0,n/a,n/a,1,0,0,0,0,0,0,350,-2
1,20,1,7,1,3,1500,14,32,69,0,28.6,-10.1,1,27,15000,3,0,0,0,380,-3
1,20,1,7,1,2,416,6,10,62,0,n/a,n/a,1,0,0,0,0,0,0,292,-3
1,20,1,7,1,3,1500,16,50,75,0,n/a,n/a,1,0,0,0,0,0,0,239,-3
1,20,1,7,1,2,624,8,24,75,0,n/a,n/a,1,0,0,0,0,0,0,201,-3
1,20,1,7,1,2,640,8,18,69,0,n/a,n/a,1,0,0,0,0,0,0,206,-3
1,20,1,6,1,1,576,3,2,40,0,29.9,-10.1,1,27,9700,2,0,0,0,161,-4
1,20,1,6,1,1,64,2,1,33,0,n/a,n/a,1,0,0,0,0,0,0,187,-4
1,20,1,6,1,1,40,1,0,0,0,n/a,n/a,1,0,0,0,0,0,0,336,-4
1,20,1,6,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,331,-4
1,20,1,6,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,345,-4
1,20,1,6,1,3,0,0,4,100,0,n/a,n/a,1,0,0,0,0,0,0,360,-4
1,20,1,6,1,2,224,4,16,80,0,n/a,n/a,1,0,0,0,0,0,0,373,-4
1,20,1,6,1,1,144,4,6,60,0,n/a,n/a,1,0,0,0,0,0,0,335,-4
1,20,1,6,1,1,408,11,26,70,0,n/a,n/a,1,0,0,0,0,0,0,219,-4
1,20,1,5,1,1,264,9,13,59,0,n/a,n/a,1,0,0,0,0,0,0,267,-4
1,20,1,6,1,2,224,4,6,60,0,n/a,n/a,1,0,0,0,0,0,0,194,-4
1,20,1,6,1,1,40,1,1,50,0,n/a,n/a,1,0,0,0,0,0,0,168,-4
1,20,1,6,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,172,-4
1,20,1,5,1,0,24,1,0,0,0,n/a,n/a,1,0,0,0,0,0,0,252,-4
1,20,1,3,1,0,0,0,0,0,0,29.9,-8.9,1,27,4900,1,0,0,0,312,-13
