pci,distance_ft,jammer_dist_ft,dl_cqi,dl_ri,dl_mcs,dl_brate,dl_ok,dl_nok,dl_percent,dl_bs,ul_pusch,ul_rsrp,ul_ri,ul_mcs,ul_brate,ul_ok,ul_nok,ul_percent,ul_bsr,ul_ta,ul_phr
1,35,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,328,-5
1,35,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,331,-5
1,35,1,9,1,0,0,0,0,0,0,28,-14.4,1,27,9700,2,0,0,0,333,-3
1,35,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,309,-3
1,35,1,8,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,303,-3
1,35,1,8,1,5,288,2,2,50,0,n/a,n/a,1,0,0,0,0,0,0,322,-3
1,35,1,8,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,336,-3
1,35,1,10,1,5,144,2,16,88,0,25.7,-18.4,1,27,4900,1,0,0,0,348,-3
1,35,1,10,1,7,0,0,5,100,0,n/a,n/a,1,0,0,0,0,0,0,333,-3
1,35,1,10,1,8,0,0,10,100,0,n/a,n/a,1,0,0,0,0,0,0,345,-3
1,35,1,9,1,3,0,0,5,100,0,n/a,n/a,1,0,0,0,0,0,0,324,-3
1,35,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,315,-3
1,35,1,8,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,321,-3
1,35,1,9,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,310,-3
1,35,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,292,-3
1,35,1,10,1,0,0,0,0,0,0,29.1,-11.6,1,26,4700,1,0,0,0,301,-2
1,35,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,316,-2
1,35,1,9,1,0,0,0,0,0,0,29.3,-12.3,1,27,4900,1,0,0,0,337,-3
1,35,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,316,-3
1,35,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,330,-3
1,35,1,10,1,0,0,0,0,0,0,30,-12.6,1,27,4900,1,0,0,0,297,-4
1,35,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,292,-4
1,35,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,297,-4
1,35,1,10,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,343,-4
1,35,1,10,1,0,0,0,0,0,0,27.9,-14.9,1,27,9700,2,0,0,0,305,-2
1,35,1,11,1,12,3000,8,21,72,0,n/a,n/a,1,0,0,0,0,0,0,281,-2
1,35,1,11,1,13,0,0,5,100,0,29.2,-12.4,1,27,4900,1,0,0,0,290,0
1,35,1,12,1,0,0,0,0,0,0,29.4,-12.2,1,27,4900,1,0,0,0,310,0
1,35,1,12,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,343,0
1,35,1,12,1,0,0,0,0,0,0,30.1,-11.4,1,27,4900,1,0,0,0,352,0
1,35,1,12,1,13,0,0,1,100,0,n/a,n/a,1,0,0,0,0,0,0,331,0
1,35,1,12,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,315,0
1,35,1,12,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,323,0
1,35,1,12,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,315,0
1,35,1,12,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,311,0
1,35,1,12,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,314,0
1,35,1,12,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,313,0
1,35,1,12,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,331,0
1,35,1,11,1,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,334,0
