pci,distance_ft,jammer_dist_ft,dl_cqi,dl_ri,dl_mcs,dl_brate,dl_ok,dl_nok,dl_percent,dl_bs,ul_pusch,ul_rsrp,ul_ri,ul_mcs,ul_brate,ul_ok,ul_nok,ul_percent,ul_bsr,ul_ta,ul_phr
1,5,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,304,6
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,309,-10
1,5,15,11,1.0,13,3300,8,0,0,0,30.8,-13.1,1,27,19000,4,0,0,0,292,6
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,278,-10
1,5,15,11,1.0,13,2200,5,0,0,0,30.5,-13.3,1,27,26000,3,0,0,0,271,1
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,260,-10
1,5,15,11,1.0,14,4400,10,0,0,0,30.4,-14.9,1,27,4900,1,0,0,0,204,7
1,10,15,11,1.0,0,0,0,0,0,0,30.4,-9.7,1,27,4900,1,0,0,384,303,-8
1,5,15,11,1.0,14,1800,4,0,0,0,30.3,-13.7,1,27,4900,1,0,0,0,254,4
1,10,15,11,1.0,11,9500,8,0,0,0,30.1,-9.2,1,27,18000,4,0,0,0,311,-8
1,5,15,11,1.0,0,0,0,0,0,0,31.7,-11.8,1,27,4900,1,0,0,0,280,3
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,309,-8
1,5,15,11,1.0,0,0,0,0,0,0,29.5,-14.9,1,27,15000,3,0,0,0,298,2
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,286,-8
1,5,15,11,1.0,14,912,2,0,0,0,32.2,-9.6,1,27,19000,4,0,0,0,241,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,266,-8
1,5,15,11,1.0,0,0,0,0,0,0,32.8,-10.5,1,27,19000,4,0,0,0,255,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,287,-8
1,5,15,11,1.0,0,0,0,0,0,0,30.3,-13.2,1,27,19000,4,0,0,0,253,6
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,293,-8
1,5,15,11,1.0,14,456,1,0,0,0,31.4,-12.5,1,27,9700,2,0,0,0,263,5
1,10,15,11,1.0,11,352,1,0,0,0,28.1,-11.9,1,27,4900,1,0,0,0,244,-5
1,5,15,11,1.0,0,432,1,0,0,0,31.9,-11.6,1,27,24000,5,0,0,0,269,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,276,-5
1,5,15,11,1.0,14,2700,6,0,0,0,29.9,-14.3,1,27,19000,4,0,0,0,285,6
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,278,-5
1,5,15,11,1.0,14,2700,6,0,0,0,n/a,n/a,1,0,0,0,0,0,0,266,6
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,283,-5
1,5,15,11,1.0,0,0,0,0,0,0,31.2,-11.5,1,27,19000,4,0,0,0,276,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,273,-5
1,5,15,11,1.0,0,0,0,0,0,0,30.7,-12.4,1,27,19000,4,0,0,0,284,3
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,302,-5
1,5,15,12,1.0,14,553000,38,0,0,0,22.6,-17.0,1,24,161000,20,20,50,0,258,2
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,288,-5
1,5,15,11,1.0,0,0,0,0,0,0,32.7,-9.4,1,27,34000,7,0,0,0,252,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,274,-5
1,5,15,11,1.0,0,0,0,0,0,0,33.8,-7.4,1,27,4900,1,0,0,0,260,4
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,279,-5
1,5,15,11,1.0,14,2700,6,0,0,0,30.7,-13.9,1,27,9700,2,0,0,0,341,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,287,-5
1,5,15,11,1.0,14,1800,4,0,0,0,31.5,-11.5,1,27,15000,3,0,0,0,311,7
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,304,-5
1,5,15,11,1.0,0,0,0,0,0,0,32.4,-9.9,1,27,19000,4,0,0,0,290,6
1,10,15,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,319,-5
1,5,15,11,1.0,14,1800,4,0,0,0,n/a,n/a,1,0,0,0,0,0,0,306,6
1,10,15,11,1.0,0,0,0,0,0,0,30.3,-10.0,1,27,4900,1,0,0,0,251,-4
1,5,15,11,1.0,14,912,2,0,0,0,30.3,-13.8,1,27,34000,7,1,12,0,193,4
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,279,-4
1,5,15,11,1.0,14,1800,4,0,0,0,27.6,-17.7,1,27,9700,2,1,33,0,259,6
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,245,-4
1,5,15,11,1.0,14,3100,7,0,0,0,25.1,-18.8,1,26,108000,8,5,38,0,239,-1
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,292,-4
1,5,15,12,1.0,16,1400000,63,0,0,0,27.7,-16.0,1,26,44000,7,3,30,0,252,6
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,292,-4
1,5,15,11,1.0,14,2700,6,0,0,0,30.1,-14.3,1,27,24000,5,0,0,0,163,6
1,10,15,11,1.0,0,0,0,0,0,0,29.2,-13.8,1,27,4900,1,0,0,0,260,-7
1,5,15,11,1.0,0,0,0,0,0,0,32.7,-9.9,1,27,4900,1,0,0,0,261,5
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,302,-7
1,5,15,11,1.0,14,2700,6,0,0,0,28.6,-14.9,1,27,4900,1,0,0,0,283,5
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,286,-7
1,5,15,11,1.0,14,912,2,0,0,0,32.2,-8.8,1,27,15000,3,0,0,0,256,6
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,292,-7
1,5,15,11,1.0,14,4600,7,0,0,0,32.1,-9.5,1,27,19000,4,0,0,0,301,6
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,298,-7
1,5,15,11,1.0,14,1800,4,0,0,0,32.4,-10.0,1,27,24000,5,0,0,0,262,6
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,278,-7
1,5,15,11,1.0,14,1800,4,0,0,0,31.8,-9.1,1,27,15000,3,0,0,0,318,6
1,10,15,12,1.0,12,2000,3,0,0,0,29.9,-10.2,1,27,9700,2,0,0,0,245,-6
1,5,15,11,1.0,14,912,2,0,0,0,31.6,-10.3,1,27,9700,2,0,0,0,275,6
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,301,-6
1,5,15,11,1.0,14,888,2,0,0,0,30.7,-12.4,1,27,15000,3,0,0,0,323,6
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,307,-6
1,5,15,11,1.0,14,7300,14,0,0,0,30.8,-12.6,1,27,39000,8,0,0,0,250,5
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,311,-6
1,5,15,11,1.0,14,1800,4,0,0,0,25.9,-17.8,1,26,19000,4,5,55,0,242,3
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,299,-6
1,5,15,11,1.0,14,912,2,0,0,0,29.1,-13.7,1,26,14000,3,1,25,0,257,5
1,10,15,12,1.0,0,0,0,0,0,0,29.0,-10.1,1,27,4900,1,0,0,0,283,-6
1,5,15,11,1.0,14,2700,6,0,0,0,31.9,-13.1,1,27,4900,1,0,0,0,78,5
1,10,15,12,1.0,0,0,0,0,0,0,29.3,-10.4,1,27,4900,1,0,0,0,316,-7
1,5,15,11,1.0,14,3600,8,0,0,0,30.4,-14.5,1,27,29000,6,0,0,0,298,5
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,300,-7
1,5,15,11,1.0,0,0,0,0,0,0,30.9,-12.4,1,27,9700,2,0,0,0,297,6
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,299,-7
1,5,15,11,1.0,14,912,2,0,0,0,31.6,-10.8,1,27,4900,1,0,0,0,268,4
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,322,-7
1,5,15,11,1.0,0,0,0,0,0,0,31.8,-9.6,1,27,24000,5,0,0,0,282,3
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,327,-7
1,5,15,11,1.0,14,1800,4,0,0,0,32.6,-7.5,1,27,19000,4,0,0,0,256,3
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,337,-7
1,5,15,11,1.0,0,0,0,0,0,0,31.9,-5.4,1,27,19000,4,0,0,0,315,0
1,10,15,12,1.0,0,0,0,0,0,0,30.6,-7.4,1,27,4900,1,0,0,0,344,-7
1,5,15,11,1.0,0,0,0,0,0,0,32.3,-5.1,1,27,15000,3,0,0,0,277,1
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,330,-7
1,5,15,11,1.0,0,0,0,0,0,0,31.6,-10.0,1,27,9700,2,0,0,0,290,6
1,10,15,12,1.0,13,432,1,0,0,0,31.2,-7.6,1,27,4900,1,0,0,0,335,-7
1,5,15,11,1.0,14,3600,8,0,0,0,30.3,-14.3,1,27,15000,3,0,0,0,211,2
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,340,-7
1,5,15,11,1.0,14,888,2,0,0,0,30.7,-12.3,1,27,15000,3,0,0,0,274,3
1,10,15,12,1.0,0,0,0,0,0,0,28.9,-9.5,1,27,4900,1,0,0,0,308,-9
1,5,15,11,1.0,14,912,2,0,0,0,27.5,-16.1,1,27,19000,4,2,33,0,308,1
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,330,-9
1,5,15,11,1.0,14,1300000,76,0,0,0,20.5,-18.3,1,22,189000,21,20,48,0,271,4
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,329,-9
1,5,15,12,1.0,0,0,0,0,0,0,30.3,-13.2,1,27,9700,2,0,0,0,285,2
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,338,-9
1,5,15,11,1.0,14,702000,38,0,0,0,27.7,-13.7,1,26,108000,9,3,25,745,276,3
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,340,-9
1,5,15,14,1.0,17,1600000,86,0,0,0,29.6,-11.6,1,27,126000,13,1,7,0,263,8
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,320,-9
1,5,15,11,1.0,14,1800,4,0,0,0,30.4,-13.1,1,27,4900,1,0,0,0,268,8
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,285,-9
1,5,15,11,1.0,14,5400,12,0,0,0,27.8,-17.2,1,27,29000,6,2,25,0,265,5
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,312,-9
1,5,15,11,1.0,14,3600,8,0,0,0,29.6,-15.5,1,27,9700,2,0,0,0,156,7
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,336,-9
1,5,15,11,1.0,14,2700,6,0,0,0,32.8,-11.4,1,27,4900,1,0,0,0,257,5
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,319,-9
1,5,15,12,1.0,14,660000,37,0,0,0,26.4,-14.6,1,25,109000,10,4,28,0,265,6
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,301,-9
1,5,15,11,1.0,0,0,0,0,0,0,32.2,-12.2,1,27,4900,1,0,0,0,252,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,276,-9
1,5,15,11,1.0,0,0,0,0,0,0,31.8,-11.6,1,27,15000,3,0,0,0,270,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,287,-9
1,5,15,11,1.0,0,0,0,0,0,0,32.3,-11.3,1,27,15000,3,0,0,0,261,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,288,-9
1,5,15,11,1.0,14,2700,6,0,0,0,30.2,-15.3,1,27,4900,1,0,0,0,49,4
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,303,-9
1,5,15,11,1.0,14,2700,6,0,0,0,29.6,-14.8,1,27,9700,2,0,0,0,187,4
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,307,-9
1,5,15,11,1.0,14,2300,5,0,0,0,23.6,-15.2,1,27,14000,3,3,50,0,424,3
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,294,-9
1,5,15,11,1.0,0,0,0,0,0,0,31.5,-10.1,1,27,9700,2,0,0,0,254,3
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,292,-9
1,5,15,12,1.0,17,2200000,100,0,0,0,20.5,-16.9,1,16,158000,26,5,16,0,222,6
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,305,-9
1,5,15,13,1.0,15,1200000,68,1,1,0,24.2,-17.3,1,25,179000,16,17,51,0,231,5
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,330,-9
1,5,15,11,1.0,15,1000,2,0,0,0,31.2,-12.0,1,27,9700,2,0,0,0,241,6
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,306,-9
1,5,15,11,1.0,0,0,0,0,0,0,30.7,-13.2,1,27,9700,2,0,0,0,257,5
1,10,15,12,1.0,0,0,0,0,0,0,9.2,-18.9,1,27,0,0,5,100,0,362,-9
1,5,15,11,1.0,0,0,0,0,0,0,31.3,-12.7,1,27,4900,1,0,0,0,246,4
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,343,-9
1,5,15,11,1.0,0,0,0,0,0,0,32.9,-10.0,1,27,19000,4,0,0,0,247,5
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,343,-9
1,5,15,11,1.0,0,0,0,0,0,0,33.1,-10.1,1,27,19000,4,0,0,0,273,5
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,329,-9
1,5,15,11,1.0,14,912,2,0,0,0,31.2,-12.6,1,27,9700,2,0,0,0,277,5
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,326,-9
1,5,15,11,1.0,15,2000,4,0,0,0,31.9,-11.1,1,27,19000,4,0,0,0,271,5
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,319,-9
1,5,15,11,1.0,15,2000,4,0,0,0,31.9,-10.9,1,27,15000,3,0,0,0,278,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,284,-9
1,5,15,11,1.0,15,2000,4,0,0,0,30.9,-13.1,1,27,4900,1,0,0,0,266,5
1,10,15,11,1.0,11,3300,9,0,0,0,n/a,n/a,1,0,0,0,0,0,0,262,-9
1,5,15,11,1.0,15,2000,4,0,0,0,31.6,-12.3,1,27,19000,4,0,0,0,301,5
1,10,15,11,1.0,11,2100,6,1,14,0,n/a,n/a,1,0,0,0,0,0,0,278,-9
1,5,15,11,1.0,0,0,0,0,0,0,31.9,-11.7,1,27,9700,2,0,0,0,290,5
1,10,15,11,1.0,12,784,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,280,-9
1,5,15,11,1.0,15,3000,6,0,0,0,30.9,-12.1,1,27,34000,7,0,0,0,318,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,261,-9
1,5,15,11,1.0,15,4000,8,0,0,0,31.5,-12.1,1,27,9700,2,0,0,0,315,5
1,10,15,11,1.0,0,0,0,0,0,0,21.2,-7.8,1,1,1700,1,0,0,0,271,-13
1,5,15,11,1.0,15,2000,4,0,0,0,n/a,n/a,1,0,0,0,0,0,0,289,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,278,-13
1,5,15,11,1.0,15,2000,4,0,0,0,31.4,-12.9,1,27,29000,6,0,0,0,211,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,285,-13
1,5,15,11,1.0,15,3900,8,0,0,0,30.0,-13.8,1,27,19000,4,0,0,0,366,6
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,297,-13
1,5,15,11,1.0,15,3000,6,0,0,0,31.5,-13.1,1,27,24000,5,0,0,0,160,5
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,305,-13
1,5,15,11,1.0,15,3000,6,0,0,0,30.8,-12.9,1,27,4900,1,0,0,0,270,6
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,293,-13
1,5,15,11,1.0,15,3000,6,0,0,0,31.4,-12.8,1,27,9700,2,0,0,0,183,6
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,288,-13
1,5,15,11,1.0,15,5500,11,0,0,0,30.3,-12.9,1,27,19000,4,0,0,0,246,6
1,10,15,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,297,-13
1,5,15,11,1.0,15,6000,12,0,0,0,32.4,-12.8,1,27,4900,1,0,0,0,40,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,259,-13
1,5,15,11,1.0,15,3000,6,0,0,0,30.1,-14.9,1,27,4900,1,0,0,0,295,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,241,-13
1,5,15,12,1.0,20,5000000,178,0,0,0,27.3,-16.1,1,26,247000,23,7,23,0,259,7
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,234,-13
1,5,15,12,1.0,15,58000,26,4,13,0,31.3,-12.6,1,27,69000,13,0,0,0,273,5
1,10,15,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,272,-13
1,5,15,11,1.0,14,1800,4,4,50,0,n/a,n/a,1,0,0,0,0,0,0,300,5
