pci,distance_ft,jammer_dist_ft,dl_cqi,dl_ri,dl_mcs,dl_brate,dl_ok,dl_nok,dl_percent,dl_bs,ul_pusch,ul_rsrp,ul_ri,ul_mcs,ul_brate,ul_ok,ul_nok,ul_percent,ul_bsr,ul_ta,ul_phr
1,30,1,11,1.0,12,704,2,1,33,0,n/a,n/a,1,0,0,0,0,0,0,204,-9
1,20,1,8,1.0,12,2700000,239,1,0,0,26.1,-12.4,1,26,495000,44,12,21,3910,285,-4
1,30,1,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,194,-9
1,20,1,9,1.0,14,465000,110,10,8,0,26.3,-12.1,1,26,395000,45,22,32,2009,300,-4
1,30,1,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,206,-9
1,20,1,10,1.0,12,165000,59,6,9,761,27.6,-10.5,1,27,290000,34,8,19,745,321,-4
1,30,1,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,223,-9
1,20,1,10,1.0,11,29000,19,3,13,0,25.7,-12.6,1,27,251000,19,10,34,0,332,-8
1,30,1,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,235,-9
1,20,1,10,1.0,10,1900,5,0,0,0,27.4,-9.2,1,27,80000,13,4,23,0,352,-3
1,30,1,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,259,-9
1,20,1,10,1.0,10,664,2,0,0,0,27.2,-9.5,1,27,53000,8,3,27,0,345,-3
1,30,1,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,265,-9
1,20,1,10,1.0,6,208,1,0,0,0,28.4,-9.1,1,27,21000,4,1,20,0,346,-3
1,30,1,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,264,-9
1,20,1,9,1.0,12,7500,9,2,18,0,29.1,-9.0,1,27,45000,9,2,18,0,359,-5
1,30,1,11,1.0,0,0,0,0,0,0,27.4,-13.1,1,27,4900,1,0,0,0,270,-9
1,20,1,8,1.0,0,0,0,0,0,0,29.8,-8.7,1,27,24000,5,0,0,2009,344,-4
1,30,1,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,284,-9
1,20,1,7,1.0,10,320,1,0,0,0,26.9,-9.7,1,26,40000,6,0,0,0,325,-5
1,30,1,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,291,-9
1,20,1,7,1.0,8,1400000,143,3,2,6.64k,22.8,-9.9,1,21,242000,25,7,21,745,348,-2
1,30,1,10,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,294,-9
1,20,1,7,1.0,8,201000,28,1,3,0,22.0,-7.2,1,19,44000,11,2,15,0,364,-2
1,30,1,11,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,268,-9
1,20,1,7,1.0,6,2100,11,3,21,0,21.7,-8.1,1,19,9100,2,0,0,0,382,-2
1,30,1,11,1.0,16,1100,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,220,-9
1,20,1,8,1.0,5,28000,21,0,0,0,28.7,-8.5,1,26,72000,13,0,0,0,356,-3
1,30,1,12,1.0,16,6100,12,5,29,0,25.0,-12.9,1,27,4900,1,2,66,0,397,-8
1,20,1,8,1.0,6,1400,6,1,14,0,29.9,-8.4,1,27,26000,5,0,0,0,286,-3
1,30,1,11,1.0,14,5000,11,7,38,0,n/a,n/a,1,0,0,0,0,0,0,261,-8
1,20,1,8,1.0,9,265000,68,6,8,3,24.6,-11.3,1,25,444000,39,23,37,0,326,0
1,30,1,12,1.0,14,3100,7,1,12,0,27.5,-13.0,1,27,9700,2,0,0,0,146,-9
1,20,1,9,1.0,9,14000,10,0,0,0,27.6,-10.6,1,26,91000,11,2,15,0,332,-3
1,30,1,12,1.0,14,1800,4,0,0,0,27.5,-12.8,1,27,9700,2,0,0,0,159,-9
1,20,1,7,1.0,4,280,2,0,0,0,27.5,-11.7,1,27,58000,6,2,25,0,310,-3
1,30,1,12,1.0,0,0,0,0,0,0,25.5,-11.8,1,27,4900,1,1,50,0,176,-9
1,20,1,7,1.0,0,0,0,0,0,0,29.7,-9.6,1,27,15000,3,0,0,0,286,-5
1,30,1,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,191,-9
1,20,1,7,1.0,4,144,1,0,0,0,28.4,-11.2,1,27,56000,6,1,14,0,302,-4
1,30,1,12,1.0,0,0,0,0,0,0,27.5,-11.7,1,27,4900,1,0,0,0,167,-10
1,20,1,7,1.0,3,19000,26,1,3,0,26.0,-9.4,1,25,132000,21,6,22,0,344,-4
1,30,1,12,1.0,0,0,0,0,0,0,28.0,-12.0,1,27,4900,1,0,0,0,213,-10
1,20,1,7,1.0,0,0,0,0,0,0,29.6,-8.7,1,27,4900,1,0,0,0,342,-4
1,30,1,12,1.0,0,0,0,0,0,0,28.1,-11.5,1,27,4900,1,0,0,0,156,-10
1,20,1,6,1.0,0,0,0,0,0,0,29.6,-8.7,1,27,39000,8,0,0,0,355,-4
1,30,1,12,1.0,14,456,1,1,50,0,n/a,n/a,1,0,0,0,0,0,0,326,-10
1,20,1,7,1.0,0,0,0,0,0,0,29.8,-9.1,1,27,29000,6,0,0,0,328,-4
1,30,1,12,1.0,14,2700,6,2,25,0,27.6,-11.5,1,27,4900,1,0,0,0,348,-10
1,20,1,7,1.0,0,0,0,0,0,0,29.7,-9.1,1,27,19000,4,0,0,0,338,-4
1,30,1,12,1.0,14,4500,10,4,28,0,28.2,-12.0,1,27,4900,1,0,0,0,130,-9
1,20,1,7,1.0,0,0,0,0,0,0,29.6,-9.0,1,27,24000,5,0,0,0,320,-4
1,30,1,12,1.0,14,3600,8,3,27,0,26.8,-12.9,1,27,4900,1,0,0,0,402,-9
1,20,1,7,1.0,3,144,1,0,0,0,29.2,-9.2,1,27,15000,3,0,0,0,342,-4
1,30,1,13,1.0,14,5700,12,5,29,0,27.8,-12.3,1,27,9700,2,0,0,0,127,-9
1,20,1,7,1.0,0,72,1,0,0,0,28.7,-9.4,1,27,19000,4,1,20,0,341,-4
1,30,1,12,1.0,14,1400,3,1,25,0,n/a,n/a,1,0,0,0,0,0,0,174,-9
1,20,1,7,1.0,3,184,2,0,0,0,28.5,-9.0,1,27,34000,7,1,12,0,336,-4
1,30,1,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,170,-9
1,20,1,7,1.0,0,0,0,0,0,0,29.4,-9.5,1,27,14000,3,0,0,0,347,-4
1,30,1,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,194,-9
1,20,1,7,1.0,4,752,2,0,0,0,28.7,-9.6,1,27,29000,6,1,14,0,336,-4
1,30,1,12,1.0,0,0,0,0,0,0,20.8,-13.1,1,27,4900,1,2,66,0,197,-8
1,20,1,7,1.0,0,0,0,0,0,0,29.3,-9.7,1,27,9700,2,0,0,0,330,-3
1,30,1,11,1.0,11,2100,6,6,50,0,n/a,n/a,1,0,0,0,0,0,0,227,-8
1,20,1,6,1.0,4,144,1,0,0,0,28.9,-10.9,1,27,31000,4,0,0,0,356,-9
1,30,1,12,1.0,13,6100,15,22,59,0,n/a,n/a,1,0,0,0,0,0,0,244,-8
1,20,1,7,1.0,1,80,2,0,0,0,28.8,-9.8,1,27,19000,4,0,0,0,293,-5
1,30,1,12,1.0,13,2800,7,2,22,0,27.1,-13.4,1,27,9700,2,2,50,0,233,-9
1,20,1,4,1.0,0,48,2,0,0,0,29.1,-9.5,1,27,44000,9,0,0,0,356,-4
1,30,1,12,1.0,12,4000,10,1,9,0,26.9,-14.0,1,27,9700,2,0,0,0,248,-9
1,20,1,6,1.0,3,1700,11,0,0,0,29.3,-9.4,1,27,19000,4,0,0,0,386,-4
1,30,1,11,1.0,12,3800,10,1,9,0,n/a,n/a,1,0,0,0,0,0,0,253,-9
1,20,1,7,1.0,0,0,0,0,0,0,29.8,-9.5,1,27,29000,6,0,0,0,350,-4
1,30,1,11,1.0,11,3500,10,1,9,0,n/a,n/a,1,0,0,0,0,0,0,255,-9
1,20,1,7,1.0,0,0,0,0,0,0,29.3,-9.6,1,27,15000,3,0,0,0,371,-4
1,30,1,12,1.0,13,3000,7,3,30,0,27.6,-12.8,1,27,4900,1,0,0,0,403,-9
1,20,1,7,1.0,4,1200,8,0,0,0,29.1,-9.7,1,27,49000,10,0,0,0,323,-4
1,30,1,12,1.0,13,432,1,0,0,0,27.4,-13.4,1,27,4900,1,0,0,0,128,-9
1,20,1,7,1.0,5,352,2,0,0,0,29.4,-9.8,1,27,15000,3,0,0,0,353,-4
1,30,1,12,1.0,13,4300,10,3,23,0,n/a,n/a,1,0,0,0,0,0,0,249,-9
1,20,1,7,1.0,0,0,0,0,0,0,29.5,-9.7,1,27,9700,2,0,0,0,320,-4
1,30,1,12,1.0,14,1800,4,1,20,0,n/a,n/a,1,0,0,0,0,0,0,200,-9
1,20,1,7,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,328,-4
1,30,1,11,1.0,9,2300,7,1,12,0,26.7,-14.1,1,27,4900,1,0,0,0,430,-9
1,20,1,6,1.0,0,0,0,0,0,0,27.8,-9.5,1,27,24000,5,1,16,0,337,-4
1,30,1,12,1.0,13,1300,3,1,25,0,n/a,n/a,1,0,0,0,0,0,0,223,-9
1,20,1,7,1.0,0,0,0,0,0,0,29.0,-10.3,1,27,19000,4,0,0,0,356,-4
1,30,1,12,1.0,12,1600,4,1,20,0,n/a,n/a,1,0,0,0,0,0,0,208,-9
1,20,1,7,1.0,4,288,2,0,0,0,29.0,-10.8,1,27,9700,2,0,0,0,193,-4
1,30,1,12,1.0,0,0,0,0,0,0,26.6,-13.5,1,27,4900,1,0,0,0,158,-9
1,20,1,7,1.0,0,0,0,0,0,0,29.1,-10.8,1,27,19000,4,0,0,0,325,-4
1,30,1,12,1.0,13,4700,11,3,21,0,27.8,-13.6,1,27,4900,1,0,0,0,355,-9
1,20,1,7,1.0,0,0,0,0,0,0,28.7,-11.0,1,27,9700,2,0,0,0,318,-4
1,30,1,10,1.0,10,2200,7,0,0,0,n/a,n/a,1,0,0,0,0,0,0,320,-9
1,20,1,7,1.0,0,0,0,0,0,0,28.6,-11.2,1,27,9700,2,0,0,0,325,-5
1,30,1,12,1.0,12,5300,13,3,18,0,26.9,-14.2,1,27,4900,1,0,0,0,139,-8
1,20,1,6,1.0,0,0,0,0,0,0,29.2,-9.9,1,27,34000,7,0,0,0,347,-4
1,30,1,12,1.0,13,2600,6,1,14,0,27.3,-13.7,1,27,4900,1,0,0,0,97,-9
1,20,1,7,1.0,0,0,0,0,0,0,29.8,-8.8,1,27,9700,2,0,0,0,334,-4
1,30,1,12,1.0,13,2500,6,1,14,0,n/a,n/a,1,0,0,0,0,0,0,322,-9
1,20,1,7,1.0,0,0,0,0,0,0,29.7,-9.3,1,27,24000,5,0,0,0,323,-4
1,30,1,12,1.0,13,1600,4,2,33,0,27.7,-12.8,1,27,9700,2,0,0,0,368,-9
1,20,1,7,1.0,0,0,0,0,0,0,29.4,-9.0,1,27,19000,4,0,0,0,302,-4
1,30,1,12,1.0,12,2300,6,2,25,0,27.8,-12.8,1,27,4900,1,0,0,0,124,-9
1,20,1,7,1.0,0,0,0,0,0,0,28.2,-9.2,1,27,4900,1,1,50,0,312,-4
1,30,1,12,1.0,13,3400,8,4,33,0,n/a,n/a,1,0,0,0,0,0,0,259,-9
1,20,1,7,1.0,0,0,0,0,0,0,29.5,-9.4,1,27,39000,8,0,0,0,313,-4
1,30,1,12,1.0,13,4300,10,3,23,0,n/a,n/a,1,0,0,0,0,0,0,268,-9
1,20,1,8,1.0,7,20000,12,0,0,5.68k,27.8,-11.8,1,27,118000,10,1,9,0,309,-11
1,30,1,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,336,-9
1,20,1,11,1.0,12,4700000,291,0,0,0,27.6,-10.5,1,26,340000,33,2,5,0,314,-4
1,30,1,12,1.0,13,864,2,0,0,0,27.5,-11.9,1,27,9700,2,0,0,0,330,-9
1,20,1,9,1.0,14,1400000,73,0,0,0,28.4,-7.9,1,26,40000,9,2,18,0,317,-3
1,30,1,12,1.0,13,840,2,1,33,0,27.9,-12.0,1,27,4900,1,0,0,0,351,-9
1,20,1,7,1.0,0,0,0,0,0,0,30.1,-8.6,1,27,9700,2,0,0,0,293,-3
1,30,1,12,1.0,11,1800,5,2,28,0,n/a,n/a,1,0,0,0,0,0,0,310,-9
1,20,1,7,1.0,0,0,0,0,0,0,29.3,-8.8,1,27,15000,3,0,0,0,318,-3
1,30,1,12,1.0,13,3900,9,3,25,0,27.4,-12.6,1,27,9700,2,0,0,0,363,-8
1,20,1,8,1.0,7,2500,5,0,0,0,29.9,-9.1,1,27,39000,8,0,0,0,315,-3
1,30,1,12,1.0,12,4000,10,2,16,0,n/a,n/a,1,0,0,0,0,0,0,243,-8
1,20,1,7,1.0,0,0,0,0,0,0,29.0,-9.1,1,27,9700,2,0,0,0,345,-4
1,30,1,10,1.0,9,4700,15,3,16,0,n/a,n/a,1,0,0,0,0,0,0,256,-8
1,20,1,7,1.0,0,0,0,0,0,0,29.1,-9.0,1,27,15000,3,0,0,0,325,-4
1,30,1,11,1.0,10,2400,7,1,12,0,n/a,n/a,1,0,0,0,0,0,0,226,-8
1,20,1,6,1.0,0,0,0,0,0,0,26.1,-9.4,1,26,24000,5,2,28,0,335,-4
1,30,1,12,1.0,11,976,3,0,0,0,27.1,-12.5,1,27,4900,1,0,0,0,146,-8
1,20,1,7,1.0,2,144,2,0,0,0,29.4,-9.5,1,27,24000,5,0,0,0,290,-4
1,30,1,12,1.0,13,864,2,2,50,0,n/a,n/a,1,0,0,0,0,0,0,198,-8
1,20,1,7,1.0,5,1200,5,0,0,0,20.1,-14.8,1,26,62000,9,43,82,198,308,-4
1,30,1,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,188,-8
1,20,1,8,1.0,8,1500000,144,2,1,0,24.9,-13.1,1,26,331000,24,12,33,0,290,-3
1,30,1,12,1.0,13,864,2,1,33,0,26.3,-12.8,1,27,9700,2,0,0,0,193,-8
1,20,1,7,1.0,0,0,0,0,0,0,27.0,-9.5,1,27,29000,6,2,25,0,354,-4
1,30,1,12,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,183,-8
1,20,1,7,1.0,4,648,5,0,0,0,29.7,-9.2,1,27,24000,5,0,0,0,306,-5
1,30,1,12,1.0,13,1300,3,2,40,0,27.6,-13.2,1,27,4900,1,0,0,0,410,-9
1,20,1,10,1.0,5,875000,124,0,0,0,28.2,-10.9,1,26,138000,17,4,19,0,334,-5
1,30,1,12,1.0,13,864,2,0,0,0,26.7,-13.8,1,27,15000,3,0,0,0,359,-8
1,20,1,7,1.0,0,0,0,0,0,0,29.6,-9.4,1,27,29000,6,0,0,0,346,-5
1,30,1,12,1.0,13,2600,6,3,33,0,n/a,n/a,1,0,0,0,0,0,0,342,-8
1,20,1,7,1.0,0,0,0,0,0,0,29.8,-9.1,1,27,24000,5,0,0,0,353,-4
1,30,1,12,1.0,13,5000,12,4,25,0,n/a,n/a,1,0,0,0,0,0,0,214,-8
1,20,1,7,1.0,0,0,0,0,0,0,30.0,-9.4,1,27,9700,2,0,0,0,327,-4
