pci,distance_ft,jammer_dist_ft,dl_cqi,dl_ri,dl_mcs,dl_brate,dl_ok,dl_nok,dl_percent,dl_bs,ul_pusch,ul_rsrp,ul_ri,ul_mcs,ul_brate,ul_ok,ul_nok,ul_percent,ul_bsr,ul_ta,ul_phr
1,35,1,6,1.0,1,280,7,3,30,0,n/a,n/a,1,0,0,0,0,0,0,243,-10
1,40,1,6,1.0,7,6900,19,8,29,0,3.1,-37.3,1,4,13000,3,1,25,0,523,-15
1,35,1,6,1.0,1,40,1,0,0,0,26.1,-14.7,1,27,21000,2,1,33,0,288,-16
1,40,1,6,1.0,5,1200,7,1,12,0,n/a,n/a,1,0,0,0,0,0,0,243,-15
1,35,1,6,1.0,1,13000,10,1,9,0,29.0,-10.3,1,27,19000,4,0,0,0,352,-11
1,40,1,5,1.0,6,768,4,4,50,0,0.4,-37.6,1,3,30000,11,4,26,0,299,-16
1,35,1,7,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,360,-11
1,40,1,6,1.0,5,760,4,3,42,0,n/a,n/a,1,0,0,0,0,0,0,229,-16
1,35,1,6,1.0,1,680,6,0,0,0,29.5,-10.5,1,27,9700,2,0,0,0,365,-10
1,40,1,6,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,224,-16
1,35,1,6,1.0,1,712,15,0,0,0,29.8,-10.4,1,27,4900,1,0,0,0,395,-11
1,40,1,6,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,235,-16
1,35,1,6,1.0,1,208,6,0,0,0,n/a,n/a,1,0,0,0,0,0,0,205,-11
1,40,1,6,1.0,5,552,3,0,0,0,8.7,-32.0,1,6,4200,1,0,0,0,352,-12
1,35,1,5,1.0,1,13000,11,3,21,0,30.2,-9.1,1,27,19000,4,0,0,0,150,-21
1,40,1,6,1.0,5,368,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,281,-12
1,35,1,6,1.0,1,720,12,0,0,0,30.3,-9.0,1,27,9700,2,0,0,0,393,-17
1,40,1,6,1.0,5,2600,4,0,0,0,12.5,-30.1,1,1,1700,1,0,0,0,324,-14
1,35,1,6,1.0,1,23000,36,3,7,0,29.2,-9.9,1,27,56000,13,1,7,0,202,-12
1,40,1,6,1.0,5,1300,7,1,12,0,15.1,-29.1,1,4,4200,1,0,0,0,314,-13
1,35,1,5,1.0,0,136,5,1,16,0,n/a,n/a,1,0,0,0,0,0,0,234,-12
1,40,1,6,1.0,5,1800,11,2,15,0,4.6,-32.5,1,2,24000,14,1,6,0,179,-15
1,35,1,6,1.0,1,40,1,0,0,0,30.0,-10.8,1,27,4900,1,0,0,0,333,-11
1,40,1,6,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,295,-15
1,35,1,6,1.0,1,40,1,0,0,0,25.2,-9.7,1,26,9300,2,1,33,0,327,-11
1,40,1,6,1.0,5,320,2,1,33,0,8.0,-32.0,1,0,1100,1,0,0,0,39,-16
1,35,1,7,1.0,1,13000,9,1,10,0,29.7,-10.4,1,27,4900,1,0,0,0,347,-11
1,40,1,6,1.0,4,288,2,1,33,0,n/a,n/a,1,0,0,0,0,0,0,291,-16
