pci,distance_ft,jammer_dist_ft,dl_cqi,dl_ri,dl_mcs,dl_brate,dl_ok,dl_nok,dl_percent,dl_bs,ul_pusch,ul_rsrp,ul_ri,ul_mcs,ul_brate,ul_ok,ul_nok,ul_percent,ul_bsr,ul_ta,ul_phr
1,35,1,7,1.0,3,560,6,0,0,0,n/a,n/a,1,0,0,0,0,0,0,343,-9
1,40,1,5,1.0,0,536,2,0,0,0,28.3,-16.4,1,27,15000,3,0,0,0,147,-21
1,35,1,7,1.0,3,624,6,0,0,0,30.6,-10.5,1,27,9700,2,0,0,0,389,-8
1,40,1,5,1.0,0,0,0,0,0,0,28.6,-16.2,1,27,4900,1,0,0,0,172,-23
1,35,1,7,1.0,3,896,8,0,0,0,30.8,-10.7,1,27,15000,3,0,0,0,205,-8
1,40,1,5,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,153,-23
1,35,1,8,1.0,5,856,5,0,0,0,31.3,-10.8,1,27,4900,1,0,0,0,153,-8
1,40,1,5,1.0,0,0,0,0,0,0,27.9,-16.8,1,27,4900,1,0,0,0,154,-22
1,35,1,8,1.0,6,424,2,0,0,0,n/a,n/a,1,0,0,0,0,0,0,163,-8
1,40,1,5,1.0,0,56,1,0,0,0,28.4,-17.2,1,27,17000,3,0,0,0,142,-22
1,35,1,8,1.0,5,184,1,1,50,0,n/a,n/a,1,0,0,0,0,0,0,331,-8
1,40,1,5,1.0,1,952,10,1,9,0,28.5,-16.8,1,27,26000,5,0,0,0,212,-23
1,35,1,8,1.0,0,0,0,0,0,0,30.3,-10.4,1,27,9700,2,0,0,0,341,-9
1,40,1,5,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,148,-23
1,35,1,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,322,-9
1,40,1,5,1.0,0,152,5,0,0,0,26.1,-20.5,1,27,21000,2,1,33,0,126,-28
1,35,1,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,339,-9
1,40,1,5,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,157,-28
1,35,1,9,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,359,-9
1,40,1,5,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,161,-28
1,35,1,8,1.0,0,0,0,0,0,0,n/a,n/a,1,0,0,0,0,0,0,347,-9
